Label,FilmSimulation,Grain,CCFx/CCFxB,WhiteBalance,WBShiftR,WBShiftB,DynamicRange,HighlightTone,ShadowTone,Color,Sharpness,NoisReduction,ExposureBias
EM Acros,Acros,OFF,OFF,Auto,0,0,100,2,2,0,2,-2,0
